Season,Episode,Character,Line,Processed Line
14,5,Stan,"Dude, we can't do that",dude we cant do that
14,5,Mr. Garrison,"No Mr. Hat, don't say any more!",no mr hat dont say any more
14,5,Cartman,"By who? Goddammit Garrison, who is my father?",by who goddammit garrison who is my father
14,6,Mr. Garrison,"Eric I,  I'm really sorry that you were put through all this.",eric i  im really sorry that you were put through all this
14,6,Cartman,That's right! Tell me the truth! Now!,thats right tell me the truth now
14,6,Mr. Garrison,"All I can tell you, Eric, is that we were all told to stick to the story, to protect someone very important. I can't say more, I won't. But I'll... I'll tell you who has the answer.",all i can tell you eric is that we were all told to stick to the story to protect someone very important i cant say more i wont but ill  ill tell you who has the answer
14,6,Randy,"Look, gingers! You said you wanted Muhammad, we got him for you.",look gingers you said you wanted muhammad we got him for you
14,6,Stan,"It's no trick, dude. My friend and I went to the Super Best Friends and brought him here!",its no trick dude my friend and i went to the super best friends and brought him here
14,6,Randy,"Alright, alright, stop! We'll do what you say.  I'm sorry, Muhammad. Will you please step out of the bear costume?",alright alright stop well do what you say  im sorry muhammad will you please step out of the bear costume
14,6,Stan,"Okay, so um, see? This is Muhammad.",okay so um see this is muhammad
14,6,Randy,"Boys, you got Santa to be Muhammad? When?",boys you got santa to be muhammad when
14,6,Stan,When you all said you were gonna hand Muhammad over to Tom Cruise. We promised Jesus that Muhammad would stay safely in the U-Haul!,when you all said you were gonna hand muhammad over to tom cruise we promised jesus that muhammad would stay safely in the uhaul
14,6,Stan,"If we were gonna have someone in a bear costume, why would we actually have it be Muhammad, you fucking idiot?!",if we were gonna have someone in a bear costume why would we actually have it be muhammad you fucking idiot
14,6,Cartman,"Surprise to see me, asshole?! Close the door!",surprise to see me asshole close the door
14,6,Randy,"Mr. Cruise, please call Barbra Streisand off!  She's destroying everything!",mr cruise please call barbra streisand off  shes destroying everything
14,6,Randy,We don't have Muhammad. We aren't sure where he is.,we dont have muhammad we arent sure where he is
14,6,Stan,"Kenny! Kenny! Dude, what the hell?! You're supposed to be watching Muhammad!",kenny kenny dude what the hell youre supposed to be watching muhammad
14,6,Stan,Oh thank God. Hey Muhammad.,oh thank god hey muhammad
14,6,Kyle,"Really sorry about all this, dude.  So what the heck are we gonna do now? Muhammad isn't safe here.",really sorry about all this dude  so what the heck are we gonna do now muhammad isnt safe here
14,6,Stan,The gingers and celebrities all want a piece of him. I don't know where we can go.,the gingers and celebrities all want a piece of him i dont know where we can go
14,6,Kyle,Wait. No wait a minute! I've got it. I've totally got it!,wait no wait a minute ive got it ive totally got it
14,6,Kyle,Remember the time when we got an elephant to make love to a pig?,remember the time when we got an elephant to make love to a pig
14,6,Kyle,"I totally know how we can give the gingers and the celebrities what they want, but keep Muhammad safe. Come on!",i totally know how we can give the gingers and the celebrities what they want but keep muhammad safe come on
14,6,Cartman,Then start explaining it to me!,then start explaining it to me
14,6,Kyle,"Come on, Muhammad, the door is open.",come on muhammad the door is open
14,6,Stan,"Dr. Mephesto, we need your help!",dr mephesto we need your help
14,6,Kyle,"Doctor, this is Muhammad. We want you to clone him, so we can give his copies to gingers, and Barbra Streisand.",doctor this is muhammad we want you to clone him so we can give his copies to gingers and barbra streisand
14,6,Cartman,No nooo no no no! He's not doing anything except explaining who my father is!,no nooo no no no hes not doing anything except explaining who my father is
14,6,Stan,"Dude, that doesn't matter to people right now!",dude that doesnt matter to people right now
14,6,Cartman,It's all that matters!,its all that matters
14,6,Kyle,"Dude, nobody gives a crap about who your stupid father is! Muhammad is an important issue with actual ethical ramifications!",dude nobody gives a crap about who your stupid father is muhammad is an important issue with actual ethical ramifications
14,6,Cartman,I guarantee you people care way more about who my father is!,i guarantee you people care way more about who my father is
14,6,Stan,"Alright alright, just tell Cartman who his dad is real quick so we can clone Muhammad.",alright alright just tell cartman who his dad is real quick so we can clone muhammad
14,6,Kyle,"Then we'll wait, because we have to clone Muhammad now!",then well wait because we have to clone muhammad now
14,6,Kyle,"Oh, you are not doing that again!",oh you are not doing that again
14,6,Kyle,Stop talking with your stupid hand!,stop talking with your stupid hand
14,6,Cartman,"Who you calling stupid, Jew?",who you calling stupid jew
14,6,Stan,"Come on, guys, we're running out of time!",come on guys were running out of time
14,6,Kyle,We understand you just sounded like a freakin' racist!,we understand you just sounded like a freakin racist
14,6,Stan,"We don't live in the '60s anymore, you know! We have a black president!",we dont live in the 60s anymore you know we have a black president
14,6,Stan,"Oh crap, the gingers!",oh crap the gingers
14,6,Stan,What head ginger?! And where's Cartman?!,what head ginger and wheres cartman
14,6,Cartman,Hello? What the hell is this? Where am I?,hello what the hell is this where am i
14,6,Cartman,"Shut up, Conner! How about I shove this flashlight in your mouth?",shut up conner how about i shove this flashlight in your mouth
14,6,Cartman,"Hello? I'm here, whoever you are.",hello im here whoever you are
14,6,Cartman,Chili Con Carnival? ...Wait a minute. ...No it can't be.,chili con carnival  wait a minute  no it cant be
14,6,Cartman,What do you know?!,what do you know
14,6,Mr. Garrison,Please don't. We have to protect 'em.,please dont we have to protect em
14,6,Mr. Garrison,They were having a really good year! There couldn't be any distractions!,they were having a really good year there couldnt be any distractions
14,6,Cartman,My dad was a Denver Bronco?,my dad was a denver bronco
14,6,Stan,Hey look! Tom Cruise has Seaman on his back.,hey look tom cruise has seaman on his back
14,6,Kyle,Oh yeah. Tom Cruise does have Seaman on his back.,oh yeah tom cruise does have seaman on his back
14,6,Kyle,"That's because there is no goo, Mr. Cruise. You see, I learned something today. Throughout this whole ordeal, we've all wanted to show things that we weren't allowed to show. But it wasn't because of some magic goo. It was because of the magical power of threatening people with violence. That's obviously the only true power. If there's anything we've all learned, it's that terrorizing people works.",thats because there is no goo mr cruise you see i learned something today throughout this whole ordeal weve all wanted to show things that we werent allowed to show but it wasnt because of some magic goo it was because of the magical power of threatening people with violence thats obviously the only true power if theres anything weve all learned its that terrorizing people works
14,6,Stan,"Oh dude, look.  Hey, Cartman...",oh dude look  hey cartman 
14,6,Kyle,"Look man, w-we know what you learned was pretty tough to hear.",look man wwe know what you learned was pretty tough to hear
14,6,Cartman,Tough to hear? My dad was Scott Tenorman's dad. Don't you guys realize what that means?,tough to hear my dad was scott tenormans dad dont you guys realize what that means
14,6,Stan,"Yeah dude, we, we know what it means.",yeah dude we we know what it means
14,6,Cartman,My dad was a ginger!,my dad was a ginger
14,6,Cartman,"I mean, obviously I take after my mom, but I have the ginger gene inside of me!",i mean obviously i take after my mom but i have the ginger gene inside of me
14,6,Kyle,"Dude, you killed your own dad, and you're worried about that?!",dude you killed your own dad and youre worried about that
14,6,Cartman,Cheer up? I'm half ginger!,cheer up im half ginger
14,6,Cartman,"Hey, you're right. That does make me pretty cool.",hey youre right that does make me pretty cool
14,6,Kyle,You gotta be kidding me!,you gotta be kidding me
14,6,Cartman,"Really Mitch? Ya, you've gotta go?",really mitch ya youve gotta go
14,6,Cartman,"Take it easy, Conner.",take it easy conner
14,6,Stan,"Look, Mr. Cruise, I'm sorry I said you were a fudge packer and that seaman on your back.",look mr cruise im sorry i said you were a fudge packer and that seaman on your back
14,6,Kyle,"Hey... Hey, we know a place! We know a place where everything is just happiness and joy. And no humans are there to mess it up.",hey  hey we know a place we know a place where everything is just happiness and joy and no humans are there to mess it up
14,6,Stan,"We do? Oh Oh yeah, we do!",we do oh oh yeah we do
14,6,Stan,We'll do better than that. We'll help you get there.,well do better than that well help you get there
14,7,Stan,"Towelie has become a complete nightmare in our town! He's broken into my house twice, and stolen my allowance! I-I've got almost nothing left!",towelie has become a complete nightmare in our town hes broken into my house twice and stolen my allowance iive got almost nothing left
14,7,Kyle,"If we're playing outside he shows up completely wasted and, and screaming how the government is following 'im.",if were playing outside he shows up completely wasted and and screaming how the government is following im
14,7,Butters,"Why I, I just don't wanna watch him kill himself... I don't even know who he is anymore!",why i i just dont wanna watch him kill himself  i dont even know who he is anymore
14,7,Stan,"There's noo doubt in my mind that if we don't get Towelie help, our entire summer is gonna be ruined!",theres noo doubt in my mind that if we dont get towelie help our entire summer is gonna be ruined
14,7,Stan,We went out and got Towelie a job so he could try to pay us back all the money he owes us!  Stupid towel!,we went out and got towelie a job so he could try to pay us back all the money he owes us  stupid towel
14,7,Kyle,"When Towelie is doing heroin, he doesn't care about anything.",when towelie is doing heroin he doesnt care about anything
14,7,Stan,"A lot of times, when Towelie shoots heroin he just... gets angry at everybody.",a lot of times when towelie shoots heroin he just  gets angry at everybody
14,7,Butters,"The thing is, Towelie was pretty happy before. He had a girlfriend he liked.  And then she got pregnant and had a little washcloth.  Mm but then Towelie just kept gettin' more and more high, and he got kicked out of the house.",the thing is towelie was pretty happy before he had a girlfriend he liked  and then she got pregnant and had a little washcloth  mm but then towelie just kept gettin more and more high and he got kicked out of the house
14,7,Butters,I really think this intervention is Towelie's last chance.  Towelie! Open the door!,i really think this intervention is towelies last chance  towelie open the door
14,7,Butters,"Towelie, I gotta take you somewhere really important!",towelie i gotta take you somewhere really important
14,7,Stan,Today is Towelie's intervention. We have ...no idea how he's gonna react.,today is towelies intervention we have  no idea how hes gonna react
14,7,Butters,"Um come on, Towelie, it's, it's right over here.",um come on towelie its its right over here
14,7,Butters,"Towelie, over the past couple of years, I have seen drug addiction affect you in the following ways.",towelie over the past couple of years i have seen drug addiction affect you in the following ways
14,7,Butters,"You're not the towel you used to be.  Where, as you used to be fluffy and absorbent, ye-you now are crusty and.... and unable to absorb the smallest amount of water. Will you get help today?",youre not the towel you used to be  where as you used to be fluffy and absorbent yeyou now are crusty and  and unable to absorb the smallest amount of water will you get help today
14,7,Kyle,"Towelie, over the past few months I have watched you go from an ancillary character with a few amusing catchphrases to a dried out spooge rag covered in the jizz of a thousand older men.",towelie over the past few months i have watched you go from an ancillary character with a few amusing catchphrases to a dried out spooge rag covered in the jizz of a thousand older men
14,7,Kyle,If you do not accept treatment I will no longer give you money or be your friend. I will not help you kill yourself.,if you do not accept treatment i will no longer give you money or be your friend i will not help you kill yourself
14,7,Cartman,"Kyle, I hate you so much. You are a liar and a swindler who would do anything for money, and I-.",kyle i hate you so much you are a liar and a swindler who would do anything for money and i
14,7,Kyle,"We're here for Towelie, fatass!",were here for towelie fatass
14,7,Cartman,"I'm supposed to be allowed to finish, right? Is that right?  The Jews have been persecuted across the earth for good reason, Kyle. You are a race of beady-eyed thieves who are always wan-",im supposed to be allowed to finish right is that right  the jews have been persecuted across the earth for good reason kyle you are a race of beadyeyed thieves who are always wan
14,7,Kyle,"This is serious, you fucking asshole!",this is serious you fucking asshole
14,7,Cartman,"I'm being serious, Kyle! Hello?!",im being serious kyle hello
14,7,Kyle,But he's just using his time on television to rant about-,but hes just using his time on television to rant about
14,7,Cartman,"You are a race of beady-eyed thieves, Kyle, who throughout the millennia have squirmed and worked your way into the dark cubbyholes of society.  Where exactly did the Jews first get their power and how are they able to manipulate our minds today?",you are a race of beadyeyed thieves kyle who throughout the millennia have squirmed and worked your way into the dark cubbyholes of society  where exactly did the jews first get their power and how are they able to manipulate our minds today
14,7,Cartman,"If in fact the Jews truly are shapeshifters, and I believe I've presented enough evidence here to prove that they are, then we must unite as a species to fight them and stop their plan of global domination and the control of our freedom.",if in fact the jews truly are shapeshifters and i believe ive presented enough evidence here to prove that they are then we must unite as a species to fight them and stop their plan of global domination and the control of our freedom
14,7,Stan,"Towelie, if you do not go to treatment, we will all ignore you forever. Will you go?",towelie if you do not go to treatment we will all ignore you forever will you go
14,7,Butters,Towelie! We aren't the only ones in this intervention who've been hurt by you!,towelie we arent the only ones in this intervention whove been hurt by you
14,7,Butters,"He needs you to get better, Towelie. Please.",he needs you to get better towelie please
14,8,Stan,"Cartman, dude, what's wrong?",cartman dude whats wrong
14,8,Cartman,"Nothing. Just leave me alone, okay?",nothing just leave me alone okay
14,8,Kyle,"Dude, you've been sitting at your locker crying since lunch break. Clearly, something's going on.",dude youve been sitting at your locker crying since lunch break clearly somethings going on
14,8,Cartman,It's just uh... that essay that Garrison assigned us.,its just uh  that essay that garrison assigned us
14,8,Kyle,"""What I Wanna Be When I Grow Up""?",what i wanna be when i grow up
14,8,Cartman,"I don't like thinking about what I wanna be when I grow up, alright?!",i dont like thinking about what i wanna be when i grow up alright
14,8,Cartman,"Because when I grow up, I wanna be something that I know I can never be, Stan!",because when i grow up i wanna be something that i know i can never be stan
14,8,Cartman,"No... I wanna be a NASCAR driver, okay? When I see the... car races on TV, those... loud engines and peeling wheels, it's soo cool!",no  i wanna be a nascar driver okay when i see the  car races on tv those  loud engines and peeling wheels its soo cool
14,8,Stan,"Well Cartman, if you wanna drive NASCAR when you grow up, you can.",well cartman if you wanna drive nascar when you grow up you can
14,8,Cartman,"Oh right. Someone like me can be a NASCAR driver.  Look at me!  Do you really think someone like this can ever become an awesome, famous NASCAR driver?",oh right someone like me can be a nascar driver  look at me  do you really think someone like this can ever become an awesome famous nascar driver
14,8,Kyle,"Aww. Well Cartman, you can change things about yourself.",aww well cartman you can change things about yourself
14,8,Cartman,No I can't; I'll always be like this.,no i cant ill always be like this
14,8,Stan,"Dude, noo, you- you don't know that.",dude noo you you dont know that
14,8,Cartman,"Come on guys, I have to face facts. NASCAR is only for poor and stupid people. I don't have what it takes!",come on guys i have to face facts nascar is only for poor and stupid people i dont have what it takes
14,8,Cartman,"I'm not poor and stupid enough to do NASCAR, and I never will be!",im not poor and stupid enough to do nascar and i never will be
14,8,Stan,"Dude, I don't think just poor and stupid people like NASCAR!",dude i dont think just poor and stupid people like nascar
14,8,Cartman,"Oh really? Hey, hey Kenny!",oh really hey hey kenny
14,8,Cartman,You love NASCAR huh?,you love nascar huh
14,8,Cartman,"You see I told you guys!  What's the use? It just, it's hopeless!",you see i told you guys  whats the use it just its hopeless
14,8,Kyle,"Cartman, you are poor and you are stupid!",cartman you are poor and you are stupid
14,8,Cartman,"I know you're trying to make me feel better, Kyle, but a rich smart kid has no place on a racetrack.",i know youre trying to make me feel better kyle but a rich smart kid has no place on a racetrack
14,8,Stan,"Dude, you are so retarded!",dude you are so retarded
14,8,Cartman,"Thanks, Stan, but even if I was I'd still be too rich.",thanks stan but even if i was id still be too rich
14,8,Kyle,How are you rich?! Your mom pays for everything!,how are you rich your mom pays for everything
14,8,Cartman,"You guys really think I could do this, don't you? You really believe in me.",you guys really think i could do this dont you you really believe in me
14,8,Kyle,"I believe that you're a broke, ignorant idiot!",i believe that youre a broke ignorant idiot
14,8,Cartman,Then maybe I can make myself believe it too.  Thanks you guys. I'm gonna go chase a dream.,then maybe i can make myself believe it too  thanks you guys im gonna go chase a dream
14,8,Cartman,"Butters, the guys have been talkin' to me and well, they've got me pretty pumped up.  I'm psyched, Butters. I'm about to do somethin' big and  I'm psyched!",butters the guys have been talkin to me and well theyve got me pretty pumped up  im psyched butters im about to do somethin big and  im psyched
14,8,Butters,Ahhh well oh- kay.,ahhh well oh kay
14,8,Cartman,But  I'm gonna need your help.  Can you get psyched?? Are you gonna get  psyched up??,but  im gonna need your help  can you get psyched are you gonna get  psyched up
14,8,Cartman,"Get really psyched up, Butters!",get really psyched up butters
14,8,Butters,I'm really psyched! Yeah! Yeah let's do this alright?! I'm pumped I'm psyched! Alright. Yeah.,im really psyched yeah yeah lets do this alright im pumped im psyched alright yeah
14,8,Cartman,"I'm gonna become a NASCAR driver, Butters. I'm goin' for the gold!",im gonna become a nascar driver butters im goin for the gold
14,8,Cartman,"I know, I'm not poor an' stupid enough. But I change that, Butters,  Here, I want you to take all my money. Every bit of it, Butters. Fifty-eight dollars and thirty-two cents.",i know im not poor an stupid enough but i change that butters  here i want you to take all my money every bit of it butters fiftyeight dollars and thirtytwo cents
14,8,Butters,You're givin' away all your money??,youre givin away all your money
14,8,Cartman,"Just get rid of it Butters! Don't tell me where you spend it and don't ever let me have it back.  From this moment on, I am poor. Like Kenny.",just get rid of it butters dont tell me where you spend it and dont ever let me have it back  from this moment on i am poor like kenny
14,8,Butters,You sure you want to do this?,you sure you want to do this
14,8,Cartman,"I told you I'm serious, Butters.  This is my shot. I'm gonna get as poor an' stupid as I possibly can.",i told you im serious butters  this is my shot im gonna get as poor an stupid as i possibly can
14,8,Butters,Hello! 'Scuse me!  I know that you NASCAR people don't have very much. So I went out and bought you all  fifty-eight dollars worth of canned food and blankets! You're welcome!  Heh! I helped the needy!,hello scuse me  i know that you nascar people dont have very much so i went out and bought you all  fiftyeight dollars worth of canned food and blankets youre welcome  heh i helped the needy
14,8,Cartman,Ahh Butters. Did you give away all my money?,ahh butters did you give away all my money
14,8,Butters,Yep. You don't have a penny left.  You're poor as shit.  How come you're hangin' upside down?,yep you dont have a penny left  youre poor as shit  how come youre hangin upside down
14,8,Cartman,"I need to get stupid, Butters. I'm getting all the blood to rush to my head and watchin' a marathon of Two and a Half Men.",i need to get stupid butters im getting all the blood to rush to my head and watchin a marathon of two and a half men
14,8,Cartman,"Aw Goddammit, another Vagisil commercial?!",aw goddammit another vagisil commercial
14,8,Butters,All those ladies have stinky vaginas?,all those ladies have stinky vaginas
14,8,Cartman,"Whoa whoa whoa whoa whoa! Did you hear that?!  ""In some cases Vagisil can lead to short-term memory loss.""  Oh my God, Butters...  we need Vagisil!",whoa whoa whoa whoa whoa did you hear that  in some cases vagisil can lead to shortterm memory loss  oh my god butters   we need vagisil
14,8,Cartman,"""Vagisil, Vagisil Maximum Strength, Vagisil Wash, Vagisil Medicated Wipes.""",vagisil vagisil maximum strength vagisil wash vagisil medicated wipes
14,8,Cartman,"Which one do I use to kill brain cells? Well, just buy me one of each of 'em, Butters.",which one do i use to kill brain cells well just buy me one of each of em butters
14,8,Butters,Wuh- uh I'm buyin'?,wuh uh im buyin
14,8,Cartman,I'm totally poor Butters. Did you forget?,im totally poor butters did you forget
14,8,Butters,"But but I uh, I uh, I didn't bring any money, I didn't know I had to buy Vagisil.",but but i uh i uh i didnt bring any money i didnt know i had to buy vagisil
14,8,Cartman,"Goddammit Butters! Alright just... just keep a lookout, I'll try it here.  Look that way, make sure the cashier doesn't see me.  Is anybody coming?",goddammit butters alright just  just keep a lookout ill try it here  look that way make sure the cashier doesnt see me  is anybody coming
14,8,Cartman,"Mm, 'kay, Mm.  N-oh, ew, okay, now it's...",mm kay mm  noh ew okay now its 
14,8,Cartman,Oh my God! Butters!  I feel kind of stupid!,oh my god butters  i feel kind of stupid
14,8,Cartman,"Yes, YES! I'm feeling totally stupid right now.",yes yes im feeling totally stupid right now
14,8,Cartman,Grab what you can and let's get out of here. I'm ready!,grab what you can and lets get out of here im ready
14,8,Butters,"Excuse me. Mr. Evans, sir?  Your uh, your wife is on the phone and- uh, well- she just got raped.",excuse me mr evans sir  your uh your wife is on the phone and uh well she just got raped
14,8,Butters,"Yeah, she got, she got raped a lot and uhhh- and you gotta go talk to her.",yeah she got she got raped a lot and uhhh and you gotta go talk to her
14,8,Cartman,"Sweet. Nice work, Butters. Now go be my spotter so we can win this thing!",sweet nice work butters now go be my spotter so we can win this thing
14,8,Butters,"Eric, are you sure you can do this?",eric are you sure you can do this
14,8,Cartman,"Don't worry, Butters, I'm totally poor and stupid. I'm ready for NASCAR.",dont worry butters im totally poor and stupid im ready for nascar
14,8,Cartman,"Let's go NASCAR!  I'm not moving, Butters.",lets go nascar  im not moving butters
14,8,Butters,I think you gotta press the gas pedal.,i think you gotta press the gas pedal
14,8,Butters,There's like a long pedal on the floor by your right foot.,theres like a long pedal on the floor by your right foot
14,8,Cartman,Oh okay.  Let's go NASCAR!,oh okay  lets go nascar
14,8,Cartman,"Oh, fuck my ass!",oh fuck my ass
14,8,Cartman,All that work... All the effort I put in... I still wasn't poor and stupid enough to win.,all that work  all the effort i put in  i still wasnt poor and stupid enough to win
14,8,Butters,"Eric, uh you were as poor and stupid as you could be.",eric uh you were as poor and stupid as you could be
14,8,Cartman,Don't you get it Butters?! It's never gonna happen for me! Those people are way more poor and stupid than I'll ever be. I might as well kill myself.,dont you get it butters its never gonna happen for me those people are way more poor and stupid than ill ever be i might as well kill myself
14,8,Butters,Eric! Don't ever talk like that!,eric dont ever talk like that
14,8,Cartman,I've given away all my money! Drank enough Vagisil to kill every brain cell I have! But it still wasn't enough.,ive given away all my money drank enough vagisil to kill every brain cell i have but it still wasnt enough
14,8,Butters,"How bad is it, doctor?",how bad is it doctor
14,8,Butters,Well at least there's that.,well at least theres that
14,8,Cartman,"Just pull the plug on me, doctor. I don't wanna live like this.",just pull the plug on me doctor i dont wanna live like this
14,8,Cartman,"Thanks, doc, but you aren't gonna make me feel any better.",thanks doc but you arent gonna make me feel any better
14,8,Butters,"Did you hear that, Eric? See? You are really stupid.",did you hear that eric see you are really stupid
14,8,Cartman,Could it be I... only lost the race because I somehow wasn't poor enough?,could it be i  only lost the race because i somehow wasnt poor enough
14,8,Butters,"It has to be, Eric.  Eric, where are you going?",it has to be eric  eric where are you going
14,8,Cartman,"Get me my coat, Butters. We're gonna try this thing again.",get me my coat butters were gonna try this thing again
14,8,Cartman,"Come in dude, I wanna show you what I've been workin' on.  Check it out. I thought I could just give all my money away and be as poor as your family, but then I realized: what do poor people do? Buy things even though they don't have money by going out and purchasing things that are 0% down and no payments for two years! That's how you people stay poor forever! Am I right? That's it, right?",come in dude i wanna show you what ive been workin on  check it out i thought i could just give all my money away and be as poor as your family but then i realized what do poor people do buy things even though they dont have money by going out and purchasing things that are 0 down and no payments for two years thats how you people stay poor forever am i right thats it right
14,8,Cartman,"Kenny, I'm just trying to get good at NASCAR.",kenny im just trying to get good at nascar
14,8,Cartman,"Hey, I love NASCAR just as much as you do!",hey i love nascar just as much as you do
14,8,Cartman,"Oh it's sooo easy for you, isn't it, Kenny?! I had to become poor all on my own, you know?! I wasn't born with a plastic spoon in my mouth!",oh its sooo easy for you isnt it kenny i had to become poor all on my own you know i wasnt born with a plastic spoon in my mouth
14,8,Cartman,"I've had to go buy stuff with 0% down and no payments for two years my-self! I didn't have parents to do it for me like you do!  Look Keh- Kenny, Kenny. We shouldn't be fighting. We both love NASCAR and we're both poor as shit.",ive had to go buy stuff with 0 down and no payments for two years myself i didnt have parents to do it for me like you do  look keh kenny kenny we shouldnt be fighting we both love nascar and were both poor as shit
14,8,Cartman,"Awww, sweet!  No way, this is so tits!",awww sweet  no way this is so tits
14,8,Cartman,"Dude, check it out, Kenny! My very own NASCAR!",dude check it out kenny my very own nascar
14,8,Cartman,"Aww coool, huh Kenny? Peew Peew! I got a NASCAR, Kenny!  So awesome, huh Kenny?",aww coool huh kenny peew peew i got a nascar kenny  so awesome huh kenny
14,8,Cartman,"Yeah, we like the track, yup. We gotta graft them banks an' specs, it's like an oval, so we're gonna drive straight and then we're gonna be turnin' to the left.",yeah we like the track yup we gotta graft them banks an specs its like an oval so were gonna drive straight and then were gonna be turnin to the left
14,8,Cartman,"Compensate yer blake fluid an' git yer, git yer... b-brake workin' so you can stop sometimes.",compensate yer blake fluid an git yer git yer  bbrake workin so you can stop sometimes
14,8,Cartman,"Ewww, bring it on, Earnhardt, you scared of the competition?! I'm just as poor an' stupid as you! I'm gonna drive and I'm gonna go fayast and I'm gonna turn to the left sometimes!",ewww bring it on earnhardt you scared of the competition im just as poor an stupid as you im gonna drive and im gonna go fayast and im gonna turn to the left sometimes
14,8,Cartman,"Uh-ho! Bring it on, Danica! You dumb bitch! Think I can't steer left better than you?!",uhho bring it on danica you dumb bitch think i cant steer left better than you
14,8,Butters,"You seemed really stupid, Eric.",you seemed really stupid eric
14,8,Cartman,"Thanks, B-butts. I really think I can hold my own against these guys. Little worried about that Jimmie Johnson guy though; he seems dumber than spit. And that Danica Patrick chick? Phew! We're gonna need to get even poorer and stupider, Butters. Both of us.",thanks bbutts i really think i can hold my own against these guys little worried about that jimmie johnson guy though he seems dumber than spit and that danica patrick chick phew were gonna need to get even poorer and stupider butters both of us
14,8,Cartman,"Alright, what's up NASCAR fans? I don't know about y'all, but this President Obama is pissin' me off! So I'm gonna do some dip and speak my mind. Today I'm gonna be dippin'...  Vagisil Regular Strength Anti-Itch Creme.  Oh yeah. Yeah, that's a big dipper right there. But I'm pretty pissed off at what I found out. I found out this ""Obama"" wants to put a bigger tax on gasoline!  What the fuck is up with that?! That's fuckin' gay! And he's fuckin' gay as hell!  You all know my pit boss, Butters.",alright whats up nascar fans i dont know about yall but this president obama is pissin me off so im gonna do some dip and speak my mind today im gonna be dippin   vagisil regular strength antiitch creme  oh yeah yeah thats a big dipper right there but im pretty pissed off at what i found out i found out this obama wants to put a bigger tax on gasoline  what the fuck is up with that thats fuckin gay and hes fuckin gay as hell  you all know my pit boss butters
14,8,Cartman,He's fuckin' gay as hell!,hes fuckin gay as hell
14,8,Cartman,"So you all be sure to catch us in our next race. We're about as poor an' stupid as they fuckin' come, so come down an' cheer for us at NASCAR on Saturday! Obama's gay as hell!",so you all be sure to catch us in our next race were about as poor an stupid as they fuckin come so come down an cheer for us at nascar on saturday obamas gay as hell
14,8,Cartman,"Alright, ""start your engine."" What's that mean?",alright start your engine whats that mean
14,8,Butters,"Yeah, he's a champion alright.",yeah hes a champion alright
14,8,Cartman,Then I'm gonna press the gas pedal and I'm gonna go forward.  NASCAR! Yee-ah!,then im gonna press the gas pedal and im gonna go forward  nascar yeeah
14,8,Cartman,"Yeah, just the pace lap! I'm gonna hit the, hit the brake!",yeah just the pace lap im gonna hit the hit the brake
14,8,Cartman,"Fuck you, Danica Patrick! You ain't half as dumb as me! Gas pedal!",fuck you danica patrick you aint half as dumb as me gas pedal
14,8,Cartman,"Woowee, ain't nobody can stop muhey!",woowee aint nobody can stop muhey
14,8,Butters,"Be careful up here about a hundred yards, Eric. There's a wrecked car on the right side.  You're gonna wanna watch for it here. You're gonna wanna watch it over on the right side.",be careful up here about a hundred yards eric theres a wrecked car on the right side  youre gonna wanna watch for it here youre gonna wanna watch it over on the right side
14,8,Cartman,"Oh yeah, I see it.",oh yeah i see it
14,8,Cartman,You see that? Dayanica Patrick tried to get in my way. That pisses me off!,you see that dayanica patrick tried to get in my way that pisses me off
14,8,Butters,That's fuckin' gay as hell.,thats fuckin gay as hell
14,8,Cartman,"Whoop I'm comin' up on that turn thing again. I got to stayer left.  Get out of the way you idiots, I'm tryin' to win this dayum thang!",whoop im comin up on that turn thing again i got to stayer left  get out of the way you idiots im tryin to win this dayum thang
14,8,Butters,There you go. You're back on the track.,there you go youre back on the track
14,8,Cartman,I'm back own the track.  What the... Kenny! What the hell are you doing?!,im back own the track  what the  kenny what the hell are you doing
14,8,Cartman,"Get off my car, Kenny!",get off my car kenny
14,8,Butters,"Oh man, now our friend Kenny's tryin' to break the windshield. Ain't that just gay as hell?",oh man now our friend kennys tryin to break the windshield aint that just gay as hell
14,8,Cartman,"We're tradin' paint!  Oh it's sooo easy for you, isn't it, Kenny?! I have to prove myself!",were tradin paint  oh its sooo easy for you isnt it kenny i have to prove myself
14,8,Cartman,"Sorry dude, I'm winning this race! Hit the brakes! Bye Kenny.",sorry dude im winning this race hit the brakes bye kenny
14,8,Cartman,"Aww! You dumb bitch! Butters, this bitch is tryin' to wreck my car.",aww you dumb bitch butters this bitch is tryin to wreck my car
14,8,Butters,I know. That pisses me off. That's fuckin' gay.,i know that pisses me off thats fuckin gay
14,8,Cartman,Fuckin' gay as hell.,fuckin gay as hell
14,8,Cartman,"Oh, fuck my ass again!",oh fuck my ass again
14,8,Cartman,"No, no, Kenny, go ahead. I deserve it. I thought I could just waltz onto a racetrack and do what these people do. But I owe you an apology. The truth is I'm just too smart. And with how smart I am I'll always be successful and therefore have money. I just have to accept I'm too smart and rich for NASCAR. Time for me to give it up. Alright Butters, give me back my money.",no no kenny go ahead i deserve it i thought i could just waltz onto a racetrack and do what these people do but i owe you an apology the truth is im just too smart and with how smart i am ill always be successful and therefore have money i just have to accept im too smart and rich for nascar time for me to give it up alright butters give me back my money
